"","num.friends","gifts.received","gave.gift"
"1",367.795732384182,0,0
"2",364.972229051111,0,0
"3",434.030243633936,1,0
"4",368.295877215119,0,0
"5",338.825247407378,0,1
"6",348.020257403152,0,0
"7",337.709670140327,0,0
"8",379.817418378327,0,0
"9",348.964839765755,0,0
"10",339.993398804568,0,1
"11",366.691002883251,0,0
"12",350.206516329927,0,0
"13",328.696027633373,0,0
"14",342.720208406035,0,0
"15",369.399045522501,0,0
"16",336.101407370471,0,0
"17",377.544782737993,0,0
"18",390.831511634314,0,0
"19",366.153555387559,0,0
"20",383.860297108589,0,0
"21",307.891294345696,0,0
"22",393.202704954322,0,0
"23",320.401691778804,0,0
"24",385.61918135823,0,0
"25",391.117390871016,0,0
"26",340.74314905277,0,0
"27",380.585871012759,0,0
"28",374.611655424875,0,0
"29",417.978037845231,0,0
"30",363.509663702906,0,0
"31",322.235927118812,0,0
"32",310.925193320652,0,0
"33",375.376529470402,0,0
"34",359.287698353379,0,0
"35",328.837731923207,0,0
"36",368.049762358,0,0
"37",407.557688838013,0,0
"38",320.058628829893,0,0
"39",408.178022413064,1,1
"40",358.486489955254,0,0
"41",333.90163837042,0,1
"42",382.832666938263,0,0
"43",361.601107245375,0,0
"44",354.440271545119,0,0
"45",432.293223577917,0,0
"46",348.544567568433,0,0
"47",357.417477898379,0,0
"48",344.072757162118,0,0
"49",374.444743441073,0,0
"50",353.612104810426,0,0
"51",366.477086008522,0,0
"52",344.510947227707,0,0
"53",294.185425090676,0,0
"54",365.755331962921,0,0
"55",356.708484384308,0,0
"56",337.496635840873,0,0
"57",369.002969031545,0,0
"58",416.080470899534,0,0
"59",393.028942487801,0,0
"60",394.528532187452,0,0
"61",344.785187615261,0,0
"62",366.31200303725,0,0
"63",311.499056226619,0,0
"64",402.885845470319,0,0
"65",357.53758042799,0,0
"66",307.010068454079,0,0
"67",390.641829633222,0,0
"68",348.890999296881,0,0
"69",361.957545049939,0,0
"70",392.273821171374,0,0
"71",350.914017583093,0,0
"72",341.926268680457,0,0
"73",311.289162795904,0,0
"74",366.172864212892,0,0
"75",368.093794782409,0,0
"76",370.889465755075,0,1
"77",367.163843395402,0,0
"78",343.575440981018,0,0
"79",321.883982448312,0,0
"80",310.786623998925,0,0
"81",368.475729951552,0,0
"82",380.243897831311,0,0
"83",378.118114717797,0,0
"84",381.653453428146,0,0
"85",297.566970614714,0,0
"86",363.463711635642,0,0
"87",360.109561986405,0,0
"88",375.860706536174,0,0
"89",272.64086782779,0,0
"90",359.541223276246,0,0
"91",373.619868001237,0,0
"92",367.91514810726,0,0
"93",314.774049831057,0,1
"94",343.888338523448,0,0
"95",375.084414475306,0,0
"96",343.50731599134,0,0
"97",317.215857878852,0,0
"98",347.450609808936,0,0
"99",326.414329522221,0,0
"100",332.687660724374,0,0
"101",363.815337222661,0,0
"102",411.543304719355,0,0
"103",400.264626134163,0,0
"104",336.092370328335,0,0
"105",356.410782152561,0,0
"106",353.038332489391,0,0
"107",376.243966447495,0,0
"108",358.546090982325,0,0
"109",346.312300846232,0,0
"110",313.948585568787,0,0
"111",298.640503600312,0,0
"112",374.817193536536,0,0
"113",376.148765872098,0,1
"114",329.175236602993,0,1
"115",349.364097346793,0,1
"116",365.885845344848,0,0
"117",348.599190108309,0,0
"118",419.195085513055,1,0
"119",355.871658370609,0,0
"120",404.866133960251,1,0
"121",382.998500459236,0,0
"122",338.391965878331,0,0
"123",329.876682318396,0,0
"124",350.439410836311,0,0
"125",340.392627993042,0,0
"126",399.296594240315,0,0
"127",437.499045446801,0,0
"128",333.07482946892,0,0
"129",409.63720916933,0,0
"130",372.534056918212,0,0
"131",367.298378741265,0,0
"132",341.297720803046,0,0
"133",390.711345311778,0,0
"134",409.026631233561,0,0
"135",344.170607477331,0,1
"136",369.61237663042,0,0
"137",396.429673979006,0,0
"138",375.448728630854,0,0
"139",310.641624533274,0,0
"140",354.94255292229,0,0
"141",303.185534403888,0,1
"142",321.989089947628,0,0
"143",376.771652254226,0,0
"144",388.670131693856,0,0
"145",334.929392844719,0,0
"146",325.148167268111,0,0
"147",315.755976744391,0,0
"148",360.551958146871,0,0
"149",325.218628353705,0,0
"150",359.605463924971,0,0
"151",333.236051736436,0,1
"152",381.154111223977,0,0
"153",375.787431843916,0,0
"154",370.010084354202,0,0
"155",361.474264421732,0,0
"156",344.972731754793,0,0
"157",345.424136314132,0,0
"158",372.532062371038,0,0
"159",414.267669062242,0,0
"160",368.119303320688,0,0
"161",335.707839827903,0,0
"162",365.355503266149,0,0
"163",328.445509647212,0,0
"164",387.727037408333,0,0
"165",374.959683738001,0,0
"166",315.674969712687,0,0
"167",353.097689882398,0,0
"168",306.862897435714,0,0
"169",379.647709901826,0,0
"170",328.070927982831,0,0
"171",385.636163375204,0,0
"172",397.045887235997,0,1
"173",338.80782674715,0,1
"174",336.705603834629,0,0
"175",353.94808976768,0,0
"176",302.729210572166,0,0
"177",363.237528731816,0,0
"178",341.223950943517,0,0
"179",324.389144415289,0,0
"180",334.733458516777,0,0
"181",438.3256872575,0,0
"182",335.418719126273,0,1
"183",359.510130206043,0,1
"184",378.868507126989,0,0
"185",352.914406690707,0,0
"186",365.264633990589,0,0
"187",324.336900173256,0,0
"188",372.588743358698,0,0
"189",340.685753612538,0,0
"190",379.66908802988,0,0
"191",401.130256757009,0,0
"192",398.092970052715,0,0
"193",344.646645203291,0,0
"194",402.617404103366,0,1
"195",414.21066738584,0,1
"196",385.920355242565,0,0
"197",318.903632583461,0,0
"198",319.237334011681,0,1
"199",338.61336366863,0,0
"200",329.456732335406,0,0
"201",435.796676827378,0,0
"202",409.067442136849,0,0
"203",305.892994511605,0,1
"204",377.375079239724,0,0
"205",325.773606368682,0,0
"206",329.905745116453,0,0
"207",346.449308703857,0,1
"208",343.686229053974,0,0
"209",365.574471983217,0,0
"210",349.505653740843,0,0
"211",326.40933513926,0,0
"212",353.028145573965,0,0
"213",396.993153669316,0,0
"214",387.904096835798,0,0
"215",359.232194955358,0,0
"216",314.106009725345,0,0
"217",397.891238243012,0,0
"218",347.268882917868,0,0
"219",338.572078527213,0,0
"220",346.225851986964,0,0
"221",304.118908992328,0,0
"222",313.081453157591,0,0
"223",331.600757511012,0,0
"224",392.100679458634,0,0
"225",311.713955147651,0,1
"226",344.750094181964,0,0
"227",395.102468051083,0,0
"228",367.315701646155,0,0
"229",330.020630628659,0,0
"230",346.419694227994,0,0
"231",355.53089930995,0,0
"232",317.333305792935,0,0
"233",292.728238755044,0,0
"234",387.778235954908,0,1
"235",347.126626416955,0,0
"236",358.903563195801,0,0
"237",342.084094745288,0,0
"238",317.324225164355,0,0
"239",393.989354892283,0,0
"240",303.985167439188,0,0
"241",359.891084444326,0,1
"242",373.932889129494,0,0
"243",383.013138645368,0,0
"244",425.222914881401,0,0
"245",362.338267854465,0,1
"246",369.083586281569,0,0
"247",405.274263341976,0,0
"248",360.209845434416,0,0
"249",391.957710592162,0,0
"250",389.339653175109,0,0
"251",368.359684373544,0,0
"252",371.756895855947,0,1
"253",357.678230467729,0,0
"254",356.044808861337,0,0
"255",346.477728832308,0,0
"256",346.533147594267,0,0
"257",303.431915297808,0,0
"258",323.641415439774,0,0
"259",346.217798342765,0,1
"260",365.92876744302,0,0
"261",358.45247526842,0,1
"262",355.079294836962,0,0
"263",349.295957144783,0,0
"264",376.688266196236,0,0
"265",383.772988548578,0,0
"266",343.997046662309,0,0
"267",337.988173421872,0,0
"268",387.02529272291,0,0
"269",376.499495541013,0,0
"270",300.178719089079,0,0
"271",370.672147574392,0,0
"272",377.271476767927,0,0
"273",385.159346779378,0,1
"274",334.536252039011,0,1
"275",363.03860392266,0,0
"276",305.089266783792,0,0
"277",355.336089983067,0,0
"278",354.96683897371,0,1
"279",393.245082803086,0,0
"280",362.259721288943,0,0
"281",308.181964232487,0,0
"282",320.332063949979,0,0
"283",342.891671502601,0,0
"284",372.997376071298,0,0
"285",376.129483693413,0,0
"286",362.341576384565,0,1
"287",380.885828915361,0,0
"288",331.684855786204,0,0
"289",375.183640097663,0,0
"290",346.231456789816,0,0
"291",414.697374469713,0,0
"292",362.982901788218,0,1
"293",366.412898546208,0,1
"294",409.172255351364,0,0
"295",402.358254118152,1,0
"296",315.885717238805,0,0
"297",357.05558765179,0,0
"298",391.95543583848,0,0
"299",293.55840992587,0,0
"300",323.848691020184,0,0
"301",384.663322655735,0,0
"302",346.954118540615,0,0
"303",351.716340455095,0,0
"304",367.772288610111,0,0
"305",358.314436706519,0,0
"306",299.367459915682,0,1
"307",367.879572995507,0,0
"308",326.360742057149,0,0
"309",340.901764472681,0,0
"310",361.136754767607,0,0
"311",336.288806536529,0,1
"312",327.960729298771,0,1
"313",425.1549300807,1,0
"314",357.007270092652,0,0
"315",356.728654679799,0,0
"316",379.637163018563,0,0
"317",383.511534947965,0,0
"318",331.814807426185,0,1
"319",383.916479826436,0,1
"320",374.626862989611,0,0
"321",354.498458453387,0,1
"322",366.84798205792,0,0
"323",373.180031406094,0,0
"324",387.09899971766,0,0
"325",361.622558700314,0,0
"326",429.225181658952,0,0
"327",367.504322878931,0,0
"328",365.909044950094,0,0
"329",325.551325821844,0,0
"330",347.198598583937,0,0
"331",358.389564605243,0,0
"332",369.531936387944,0,0
"333",333.494170716368,0,0
"334",403.013997345652,0,0
"335",354.245296462039,0,0
"336",364.176995248316,0,0
"337",362.347997691369,0,0
"338",362.66047517333,0,0
"339",364.999379143401,0,1
"340",397.577695569493,0,0
"341",387.081949260074,0,0
"342",360.417850549336,0,0
"343",357.437419948875,0,0
"344",320.372024578267,0,0
"345",348.310735414662,0,1
"346",356.719984369543,0,0
"347",353.03687108278,0,0
"348",401.757654387116,0,0
"349",314.096730003555,0,0
"350",329.15142294585,0,0
"351",376.670056833435,0,0
"352",325.803843711979,0,1
"353",398.720181863171,0,0
"354",357.079557862107,0,0
"355",359.166215776851,0,0
"356",356.238537304338,0,0
"357",385.587206748163,0,0
"358",340.425947588223,0,0
"359",365.129522757145,0,0
"360",409.351173947914,0,0
"361",367.346421861487,0,0
"362",375.480071685083,0,0
"363",337.84551728079,0,0
"364",373.356659761607,0,1
"365",356.761552135724,0,1
"366",326.852969022722,0,0
"367",355.625437654732,0,0
"368",301.51821391456,0,1
"369",395.000513272641,0,0
"370",340.952761202598,0,0
"371",378.735768105961,0,0
"372",362.488458474063,0,0
"373",407.637456831377,0,0
"374",304.434676772045,0,0
"375",367.06566560305,0,0
"376",305.992887629553,0,0
"377",367.066169522489,0,0
"378",376.163621688206,0,1
"379",377.874709148886,0,0
"380",290.462324450522,0,0
"381",347.519742287627,0,0
"382",348.673646363154,0,1
"383",353.322451412091,0,0
"384",291.528376215115,0,0
"385",372.780440772825,0,0
"386",341.710204427946,0,0
"387",357.811446139856,0,0
"388",384.290150589947,0,0
"389",324.557917130719,0,0
"390",360.922937816612,0,0
"391",361.396337051812,0,0
"392",369.395375402199,0,0
"393",312.859657839703,0,0
"394",346.076922212141,0,0
"395",381.91233550736,0,0
"396",341.973444790031,0,0
"397",396.576223062488,0,0
"398",365.598361434306,0,0
"399",372.511716877958,0,0
"400",431.457471607665,1,0
"401",424.866110939143,0,0
"402",408.770744155825,1,1
"403",273.722304559588,0,0
"404",338.041463133351,0,0
"405",371.278289467559,0,1
"406",372.911698863313,0,1
"407",357.911096341704,0,0
"408",332.516659139351,0,0
"409",341.674619515416,0,0
"410",396.915406604538,0,0
"411",364.379027225427,0,0
"412",340.256541133001,0,0
"413",359.608493232295,0,0
"414",331.917285725805,0,0
"415",337.838090362414,0,0
"416",373.602029187307,0,0
"417",364.972640253174,0,0
"418",350.231033257711,0,0
"419",389.397954472468,0,0
"420",342.105442766769,0,0
"421",384.235138749674,0,0
"422",335.417470620658,0,0
"423",366.483668620051,0,0
"424",380.576931217981,0,0
"425",366.492210065512,0,0
"426",366.220765259518,0,0
"427",388.374065656198,0,0
"428",386.530237863802,0,0
"429",355.886017972382,0,0
"430",353.057690844039,0,0
"431",341.236231949446,0,0
"432",394.035094425293,0,0
"433",418.732088914221,0,0
"434",384.131485880896,0,0
"435",376.909647089668,0,0
"436",353.339537917753,0,0
"437",342.934414605584,0,1
"438",393.187587551574,0,1
"439",358.305932433862,0,1
"440",365.751864692319,0,0
"441",409.511053239218,0,0
"442",331.124386244125,0,0
"443",332.892328937403,0,0
"444",318.778278747519,0,0
"445",311.758356332501,0,0
"446",353.419274110061,0,0
"447",331.807004609691,0,1
"448",352.179137522682,0,0
"449",384.27170721532,0,0
"450",355.303845999409,0,0
"451",402.059741072193,0,0
"452",384.821712366734,0,0
"453",346.174134223584,0,0
"454",366.902474143943,0,0
"455",386.051250368723,0,0
"456",333.654561800582,0,1
"457",392.069717102518,0,0
"458",349.481648462492,0,0
"459",371.244488036571,0,0
"460",330.323950629747,0,0
"461",385.531437849059,0,0
"462",354.112394485109,0,0
"463",334.283908706831,0,0
"464",341.480758341251,0,0
"465",333.070802658971,0,0
"466",256.189795312867,0,0
"467",285.148491406867,0,0
"468",348.017299698445,0,0
"469",309.357212354788,0,0
